Filename,Breed,Width,Height,Channels
Egyptian_Mau_123.jpg,Egyptian_Mau,400,398,3
British_Shorthair_166.jpg,British_Shorthair,333,500,3
wheaten_terrier_23.jpg,wheaten_terrier,333,500,3
havanese_196.jpg,havanese,500,333,3
english_setter_173.jpg,english_setter,500,333,3
Siamese_257.jpg,Siamese,300,289,3
newfoundland_59.jpg,newfoundland,334,500,3
Egyptian_Mau_156.jpg,Egyptian_Mau,400,265,3
Siamese_21.jpg,Siamese,500,315,3
Persian_132.jpg,Persian,333,500,3
Egyptian_Mau_51.jpg,Egyptian_Mau,500,332,3
Maine_Coon_52.jpg,Maine_Coon,460,500,3
chihuahua_56.jpg,chihuahua,333,500,3
scottish_terrier_171.jpg,scottish_terrier,500,375,3
yorkshire_terrier_80.jpg,yorkshire_terrier,500,375,3
basset_hound_59.jpg,basset_hound,375,500,3
Maine_Coon_107.jpg,Maine_Coon,500,333,3
english_setter_97.jpg,english_setter,332,500,3
newfoundland_60.jpg,newfoundland,500,375,3
pug_89.jpg,pug,500,333,3
english_cocker_spaniel_137.jpg,english_cocker_spaniel,500,375,3
chihuahua_184.jpg,chihuahua,204,300,3
pomeranian_101.jpg,pomeranian,500,375,3
pomeranian_113.jpg,pomeranian,300,225,3
pug_129.jpg,pug,300,225,3
pomeranian_39.jpg,pomeranian,500,496,3
boxer_94.jpg,boxer,500,375,3
boxer_195.jpg,boxer,500,375,3
miniature_pinscher_122.jpg,miniature_pinscher,300,262,3
miniature_pinscher_141.jpg,miniature_pinscher,201,300,3
Birman_17.jpg,Birman,359,500,3
Bombay_62.jpg,Bombay,500,375,3
beagle_40.jpg,beagle,500,375,3
scottish_terrier_146.jpg,scottish_terrier,500,375,3
american_bulldog_174.jpg,american_bulldog,500,333,3
american_pit_bull_terrier_145.jpg,american_pit_bull_terrier,300,225,3
leonberger_121.jpg,leonberger,500,375,3
Birman_73.jpg,Birman,500,375,3
Abyssinian_7.jpg,Abyssinian,250,266,3
chihuahua_88.jpg,chihuahua,333,500,3
Egyptian_Mau_202.jpg,Egyptian_Mau,300,240,3
basset_hound_51.jpg,basset_hound,333,500,3
beagle_60.jpg,beagle,334,500,3
american_bulldog_123.jpg,american_bulldog,332,500,3
leonberger_155.jpg,leonberger,500,375,3
keeshond_114.jpg,keeshond,500,334,3
Birman_119.jpg,Birman,500,375,3
keeshond_8.jpg,keeshond,320,480,3
pomeranian_155.jpg,pomeranian,300,225,3
havanese_79.jpg,havanese,500,354,3
keeshond_80.jpg,keeshond,500,375,3
keeshond_174.jpg,keeshond,500,333,3
Bengal_201.jpg,Bengal,250,166,3
boxer_16.jpg,boxer,357,500,3
Siamese_179.jpg,Siamese,500,439,3
pomeranian_7.jpg,pomeranian,500,332,3
scottish_terrier_94.jpg,scottish_terrier,375,500,3
wheaten_terrier_145.jpg,wheaten_terrier,500,375,3
english_cocker_spaniel_114.jpg,english_cocker_spaniel,500,375,3
german_shorthaired_173.jpg,german_shorthaired,500,375,3
Bombay_129.jpg,Bombay,438,590,3
Egyptian_Mau_198.jpg,Egyptian_Mau,335,500,3
Abyssinian_146.jpg,Abyssinian,333,500,3
boxer_100.jpg,boxer,500,332,3
Persian_139.jpg,Persian,334,500,3
Abyssinian_67.jpg,Abyssinian,366,282,3
British_Shorthair_124.jpg,British_Shorthair,500,375,3
beagle_31.jpg,beagle,500,449,3
american_bulldog_199.jpg,american_bulldog,500,334,3
Egyptian_Mau_88.jpg,Egyptian_Mau,320,240,3
Sphynx_15.jpg,Sphynx,500,349,3
boxer_140.jpg,boxer,500,375,3
boxer_59.jpg,boxer,333,500,3
Bengal_119.jpg,Bengal,356,500,3
wheaten_terrier_91.jpg,wheaten_terrier,387,500,3
Ragdoll_34.jpg,Ragdoll,500,333,3
pomeranian_174.jpg,pomeranian,300,225,3
Bengal_145.jpg,Bengal,300,225,3
keeshond_134.jpg,keeshond,500,333,3
miniature_pinscher_108.jpg,miniature_pinscher,500,333,3
keeshond_100.jpg,keeshond,369,500,3
english_cocker_spaniel_115.jpg,english_cocker_spaniel,500,333,3
beagle_13.jpg,beagle,500,375,3
samoyed_77.jpg,samoyed,316,426,3
japanese_chin_96.jpg,japanese_chin,500,375,3
wheaten_terrier_160.jpg,wheaten_terrier,500,375,3
newfoundland_105.jpg,newfoundland,500,375,3
yorkshire_terrier_34.jpg,yorkshire_terrier,500,333,3
great_pyrenees_133.jpg,great_pyrenees,500,333,3
chihuahua_61.jpg,chihuahua,500,500,3
boxer_23.jpg,boxer,419,500,3
miniature_pinscher_17.jpg,miniature_pinscher,333,500,3
american_bulldog_217.jpg,american_bulldog,500,434,3
leonberger_158.jpg,leonberger,500,375,3
boxer_173.jpg,boxer,375,500,3
great_pyrenees_166.jpg,great_pyrenees,500,404,3
beagle_168.jpg,beagle,500,375,3
yorkshire_terrier_134.jpg,yorkshire_terrier,300,224,3
Siamese_70.jpg,Siamese,375,500,3
great_pyrenees_115.jpg,great_pyrenees,390,500,3
Abyssinian_44.jpg,Abyssinian,990,962,3
pomeranian_9.jpg,pomeranian,500,332,3
great_pyrenees_6.jpg,great_pyrenees,500,335,3
Bombay_202.jpg,Bombay,300,225,3
leonberger_52.jpg,leonberger,500,375,3
pomeranian_80.jpg,pomeranian,500,375,3
beagle_69.jpg,beagle,500,249,3
great_pyrenees_173.jpg,great_pyrenees,500,357,3
boxer_91.jpg,boxer,375,500,3
german_shorthaired_17.jpg,german_shorthaired,333,500,3
beagle_204.jpg,beagle,500,309,3
newfoundland_63.jpg,newfoundland,500,375,3
Bombay_190.jpg,Bombay,300,225,3
american_bulldog_33.jpg,american_bulldog,334,500,3
english_setter_54.jpg,english_setter,333,500,3
boxer_137.jpg,boxer,500,375,3
boxer_41.jpg,boxer,400,500,3
miniature_pinscher_162.jpg,miniature_pinscher,300,255,3
samoyed_169.jpg,samoyed,500,333,3
Bombay_134.jpg,Bombay,290,344,3
keeshond_194.jpg,keeshond,482,500,3
havanese_9.jpg,havanese,333,500,3
beagle_174.jpg,beagle,500,375,3
beagle_50.jpg,beagle,500,335,3
wheaten_terrier_119.jpg,wheaten_terrier,375,500,3
american_pit_bull_terrier_119.jpg,american_pit_bull_terrier,300,225,3
english_setter_195.jpg,english_setter,500,375,3
havanese_192.jpg,havanese,500,333,3
Bombay_164.jpg,Bombay,297,300,3
yorkshire_terrier_170.jpg,yorkshire_terrier,500,333,3
pug_51.jpg,pug,333,500,3
saint_bernard_71.jpg,saint_bernard,333,500,3
Sphynx_58.jpg,Sphynx,500,366,3
pug_190.jpg,pug,274,300,3
British_Shorthair_265.jpg,British_Shorthair,762,571,3
Bombay_153.jpg,Bombay,400,290,3
Siamese_95.jpg,Siamese,500,375,3
Egyptian_Mau_74.jpg,Egyptian_Mau,375,500,3
leonberger_187.jpg,leonberger,396,500,3
basset_hound_156.jpg,basset_hound,500,333,3
Bombay_107.jpg,Bombay,300,225,3
american_bulldog_99.jpg,american_bulldog,333,500,3
newfoundland_78.jpg,newfoundland,500,375,3
keeshond_52.jpg,keeshond,500,375,3
newfoundland_179.jpg,newfoundland,500,333,3
miniature_pinscher_21.jpg,miniature_pinscher,323,500,3
pug_22.jpg,pug,500,478,3
yorkshire_terrier_159.jpg,yorkshire_terrier,500,375,3
great_pyrenees_26.jpg,great_pyrenees,500,375,3
american_pit_bull_terrier_132.jpg,american_pit_bull_terrier,228,300,3
american_pit_bull_terrier_162.jpg,american_pit_bull_terrier,300,225,3
havanese_25.jpg,havanese,334,500,3
american_pit_bull_terrier_82.jpg,american_pit_bull_terrier,500,354,3
Siamese_144.jpg,Siamese,500,335,3
Ragdoll_128.jpg,Ragdoll,500,333,3
scottish_terrier_51.jpg,scottish_terrier,500,375,3
saint_bernard_182.jpg,saint_bernard,500,375,3
British_Shorthair_28.jpg,British_Shorthair,500,357,3
Abyssinian_61.jpg,Abyssinian,1000,842,3
keeshond_117.jpg,keeshond,500,375,3
pug_150.jpg,pug,300,185,3
miniature_pinscher_13.jpg,miniature_pinscher,375,500,3
Maine_Coon_158.jpg,Maine_Coon,500,333,3
pomeranian_65.jpg,pomeranian,500,368,3
english_cocker_spaniel_108.jpg,english_cocker_spaniel,375,500,3
staffordshire_bull_terrier_118.jpg,staffordshire_bull_terrier,500,375,3
Maine_Coon_213.jpg,Maine_Coon,220,300,3
Birman_80.jpg,Birman,500,400,3
saint_bernard_24.jpg,saint_bernard,500,375,3
japanese_chin_68.jpg,japanese_chin,500,332,3
Sphynx_171.jpg,Sphynx,500,333,3
japanese_chin_86.jpg,japanese_chin,500,334,3
keeshond_25.jpg,keeshond,500,331,3
staffordshire_bull_terrier_43.jpg,staffordshire_bull_terrier,500,333,3
german_shorthaired_134.jpg,german_shorthaired,500,332,3
german_shorthaired_120.jpg,german_shorthaired,333,500,3
staffordshire_bull_terrier_41.jpg,staffordshire_bull_terrier,500,333,3
keeshond_152.jpg,keeshond,500,375,3
english_cocker_spaniel_122.jpg,english_cocker_spaniel,375,500,3
Sphynx_249.jpg,Sphynx,1075,801,3
samoyed_164.jpg,samoyed,500,333,3
Bombay_151.jpg,Bombay,800,600,3
english_setter_14.jpg,english_setter,500,326,3
chihuahua_106.jpg,chihuahua,300,225,3
pug_197.jpg,pug,256,256,3
pomeranian_76.jpg,pomeranian,375,500,3
boxer_4.jpg,boxer,500,333,3
american_bulldog_55.jpg,american_bulldog,334,500,3
keeshond_146.jpg,keeshond,500,333,3
miniature_pinscher_84.jpg,miniature_pinscher,354,500,3
japanese_chin_27.jpg,japanese_chin,500,334,3
boxer_38.jpg,boxer,333,500,3
pug_74.jpg,pug,412,500,3
Egyptian_Mau_102.jpg,Egyptian_Mau,576,384,3
Ragdoll_195.jpg,Ragdoll,500,334,3
saint_bernard_95.jpg,saint_bernard,332,500,3
Russian_Blue_75.jpg,Russian_Blue,500,326,3
english_cocker_spaniel_43.jpg,english_cocker_spaniel,500,332,3
basset_hound_44.jpg,basset_hound,500,375,3
staffordshire_bull_terrier_37.jpg,staffordshire_bull_terrier,500,364,3
great_pyrenees_53.jpg,great_pyrenees,500,333,3
american_bulldog_12.jpg,american_bulldog,500,333,3
Bombay_72.jpg,Bombay,375,500,3
boxer_105.jpg,boxer,500,375,3
pug_76.jpg,pug,500,332,3
Russian_Blue_89.jpg,Russian_Blue,428,500,3
yorkshire_terrier_18.jpg,yorkshire_terrier,500,375,3
Russian_Blue_33.jpg,Russian_Blue,332,500,3
wheaten_terrier_174.jpg,wheaten_terrier,375,500,3
american_pit_bull_terrier_73.jpg,american_pit_bull_terrier,500,375,3
boxer_65.jpg,boxer,500,308,3
shiba_inu_48.jpg,shiba_inu,375,500,3
samoyed_32.jpg,samoyed,333,500,3
wheaten_terrier_10.jpg,wheaten_terrier,339,500,3
american_pit_bull_terrier_130.jpg,american_pit_bull_terrier,237,300,3
Ragdoll_119.jpg,Ragdoll,500,375,3
saint_bernard_14.jpg,saint_bernard,500,375,3
basset_hound_7.jpg,basset_hound,500,332,3
newfoundland_20.jpg,newfoundland,500,375,3
newfoundland_104.jpg,newfoundland,500,375,3
yorkshire_terrier_128.jpg,yorkshire_terrier,300,225,3
boxer_179.jpg,boxer,500,333,3
japanese_chin_137.jpg,japanese_chin,500,428,3
beagle_148.jpg,beagle,500,333,3
leonberger_169.jpg,leonberger,500,375,3
