image_path,filename,breed,label,true_breed,predicted_label,predicted_breed,confidence,true_class_probability,probability_margin,correct
/tmp/.keras/oxford_iiit_pet/images_extracted/images/english_setter_120.jpg,english_setter_120.jpg,english_setter,19,english_setter,21,great_pyrenees,0.60610884,0.36981207,0.23629677,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/samoyed_150.jpg,samoyed_150.jpg,samoyed,31,samoyed,21,great_pyrenees,0.5958673,0.0017887562,0.59407854,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Birman_24.jpg,Birman_24.jpg,Birman,2,Birman,10,Siamese,0.5898091,0.40130678,0.18850234,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bengal_54.jpg,Bengal_54.jpg,Bengal,1,Bengal,5,Egyptian_Mau,0.57189643,0.34308562,0.22881082,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Persian_13.jpg,Persian_13.jpg,Persian,7,Persian,8,Ragdoll,0.5673088,0.41989988,0.1474089,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/wheaten_terrier_34.jpg,wheaten_terrier_34.jpg,wheaten_terrier,35,wheaten_terrier,22,havanese,0.5668548,0.40308082,0.16377395,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bengal_29.jpg,Bengal_29.jpg,Bengal,1,Bengal,5,Egyptian_Mau,0.5631649,0.4112633,0.1519016,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/basset_hound_92.jpg,basset_hound_92.jpg,basset_hound,14,basset_hound,15,beagle,0.5567806,0.43459716,0.12218341,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Abyssinian_10.jpg,Abyssinian_10.jpg,Abyssinian,0,Abyssinian,11,Sphynx,0.5496162,0.050803714,0.4988125,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/beagle_178.jpg,beagle_178.jpg,beagle,15,beagle,14,basset_hound,0.5485326,0.44832742,0.10020518,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bombay_39.jpg,Bombay_39.jpg,Bombay,3,Bombay,9,Russian_Blue,0.54105777,0.4562186,0.084839165,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bengal_26.jpg,Bengal_26.jpg,Bengal,1,Bengal,5,Egyptian_Mau,0.53849095,0.15782039,0.38067055,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/samoyed_132.jpg,samoyed_132.jpg,samoyed,31,samoyed,21,great_pyrenees,0.5270436,0.468587,0.05845657,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/american_pit_bull_terrier_192.jpg,american_pit_bull_terrier_192.jpg,american_pit_bull_terrier,13,american_pit_bull_terrier,12,american_bulldog,0.52550524,0.41361144,0.1118938,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/leonberger_91.jpg,leonberger_91.jpg,leonberger,25,leonberger,27,newfoundland,0.52231723,0.4731113,0.04920593,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Persian_176.jpg,Persian_176.jpg,Persian,7,Persian,8,Ragdoll,0.52016735,0.4005268,0.11964056,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Ragdoll_53.jpg,Ragdoll_53.jpg,Ragdoll,8,Ragdoll,10,Siamese,0.51900166,0.1451564,0.37384528,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/american_pit_bull_terrier_4.jpg,american_pit_bull_terrier_4.jpg,american_pit_bull_terrier,13,american_pit_bull_terrier,34,staffordshire_bull_terrier,0.5187911,0.38888496,0.12990612,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Ragdoll_137.jpg,Ragdoll_137.jpg,Ragdoll,8,Ragdoll,2,Birman,0.5183428,0.46074998,0.05759281,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/miniature_pinscher_153.jpg,miniature_pinscher_153.jpg,miniature_pinscher,26,miniature_pinscher,34,staffordshire_bull_terrier,0.5146125,0.43001458,0.084597915,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/pomeranian_35.jpg,pomeranian_35.jpg,pomeranian,28,pomeranian,31,samoyed,0.50505716,0.24809103,0.2569661,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Egyptian_Mau_63.jpg,Egyptian_Mau_63.jpg,Egyptian_Mau,5,Egyptian_Mau,6,Maine_Coon,0.50146174,0.20563626,0.29582548,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/staffordshire_bull_terrier_136.jpg,staffordshire_bull_terrier_136.jpg,staffordshire_bull_terrier,34,staffordshire_bull_terrier,12,american_bulldog,0.50125724,0.48866904,0.012588203,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/chihuahua_197.jpg,chihuahua_197.jpg,chihuahua,17,chihuahua,3,Bombay,0.5003651,0.4086938,0.09167129,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bengal_77.jpg,Bengal_77.jpg,Bengal,1,Bengal,5,Egyptian_Mau,0.50029016,0.2941787,0.20611146,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/pomeranian_199.jpg,pomeranian_199.jpg,pomeranian,28,pomeranian,25,leonberger,0.49795064,0.24132903,0.2566216,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bengal_16.jpg,Bengal_16.jpg,Bengal,1,Bengal,0,Abyssinian,0.4956991,0.2374673,0.25823182,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/staffordshire_bull_terrier_72.jpg,staffordshire_bull_terrier_72.jpg,staffordshire_bull_terrier,34,staffordshire_bull_terrier,13,american_pit_bull_terrier,0.49310896,0.36693087,0.12617809,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Abyssinian_206.jpg,Abyssinian_206.jpg,Abyssinian,0,Abyssinian,9,Russian_Blue,0.49143237,0.25116873,0.24026364,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/staffordshire_bull_terrier_5.jpg,staffordshire_bull_terrier_5.jpg,staffordshire_bull_terrier,34,staffordshire_bull_terrier,13,american_pit_bull_terrier,0.49074814,0.46934113,0.021407008,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/pug_74.jpg,pug_74.jpg,pug,29,pug,16,boxer,0.47975895,0.01540031,0.46435863,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/english_cocker_spaniel_142.jpg,english_cocker_spaniel_142.jpg,english_cocker_spaniel,18,english_cocker_spaniel,30,saint_bernard,0.4777505,0.033220664,0.44452983,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/american_pit_bull_terrier_21.jpg,american_pit_bull_terrier_21.jpg,american_pit_bull_terrier,13,american_pit_bull_terrier,34,staffordshire_bull_terrier,0.4768138,0.36927962,0.10753417,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Siamese_154.jpg,Siamese_154.jpg,Siamese,10,Siamese,2,Birman,0.47643304,0.45139778,0.025035262,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/chihuahua_24.jpg,chihuahua_24.jpg,chihuahua,17,chihuahua,3,Bombay,0.47293904,0.016993864,0.4559452,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/miniature_pinscher_198.jpg,miniature_pinscher_198.jpg,miniature_pinscher,26,miniature_pinscher,13,american_pit_bull_terrier,0.45234975,0.39032456,0.06202519,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bombay_29.jpg,Bombay_29.jpg,Bombay,3,Bombay,34,staffordshire_bull_terrier,0.40718433,0.3588076,0.04837674,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/staffordshire_bull_terrier_166.jpg,staffordshire_bull_terrier_166.jpg,staffordshire_bull_terrier,34,staffordshire_bull_terrier,13,american_pit_bull_terrier,0.4017886,0.33911327,0.06267533,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/german_shorthaired_176.jpg,german_shorthaired_176.jpg,german_shorthaired,20,german_shorthaired,9,Russian_Blue,0.3905251,0.08420359,0.3063215,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/american_pit_bull_terrier_56.jpg,american_pit_bull_terrier_56.jpg,american_pit_bull_terrier,13,american_pit_bull_terrier,12,american_bulldog,0.3894779,0.30807656,0.08140135,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Abyssinian_105.jpg,Abyssinian_105.jpg,Abyssinian,0,Abyssinian,5,Egyptian_Mau,0.383312,0.25338224,0.12992975,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/beagle_33.jpg,beagle_33.jpg,beagle,15,beagle,13,american_pit_bull_terrier,0.37755448,0.006564502,0.37098998,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/British_Shorthair_258.jpg,British_Shorthair_258.jpg,British_Shorthair,4,British_Shorthair,3,Bombay,0.37472737,0.20437609,0.17035128,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bombay_186.jpg,Bombay_186.jpg,Bombay,3,Bombay,9,Russian_Blue,0.35933456,0.09198826,0.2673463,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Abyssinian_106.jpg,Abyssinian_106.jpg,Abyssinian,0,Abyssinian,4,British_Shorthair,0.34022895,0.13086314,0.2093658,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/english_setter_194.jpg,english_setter_194.jpg,english_setter,19,english_setter,30,saint_bernard,0.33769852,0.06380505,0.27389348,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/english_setter_121.jpg,english_setter_121.jpg,english_setter,19,english_setter,12,american_bulldog,0.33681345,0.13418047,0.20263298,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/pomeranian_34.jpg,pomeranian_34.jpg,pomeranian,28,pomeranian,31,samoyed,0.33114555,0.2444977,0.08664785,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/german_shorthaired_134.jpg,german_shorthaired_134.jpg,german_shorthaired,20,german_shorthaired,15,beagle,0.315269,0.014985806,0.3002832,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Bengal_131.jpg,Bengal_131.jpg,Bengal,1,Bengal,3,Bombay,0.29782236,0.11956583,0.17825653,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Abyssinian_132.jpg,Abyssinian_132.jpg,Abyssinian,0,Abyssinian,9,Russian_Blue,0.29071376,0.200822,0.08989176,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/boxer_18.jpg,boxer_18.jpg,boxer,16,boxer,33,shiba_inu,0.28502446,0.008108594,0.27691588,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/german_shorthaired_132.jpg,german_shorthaired_132.jpg,german_shorthaired,20,german_shorthaired,12,american_bulldog,0.2674659,0.15638785,0.11107804,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/Egyptian_Mau_209.jpg,Egyptian_Mau_209.jpg,Egyptian_Mau,5,Egyptian_Mau,4,British_Shorthair,0.2656484,0.22708355,0.038564846,False
/tmp/.keras/oxford_iiit_pet/images_extracted/images/shiba_inu_156.jpg,shiba_inu_156.jpg,shiba_inu,33,shiba_inu,30,saint_bernard,0.25155342,0.12816446,0.12338896,False
